region,poblacion_total,porcentaje_rural,estrato_promedio,tasa_pobreza,num_instituciones,computadores_por_estudiante,salones_por_institucion,docentes_por_institucion,cobertura_electrica,cobertura_4g,dispositivos_promedio_hogar,tasa_aprobacion,tasa_desercion,puntaje_pruebas,tiene_internet
Urbana_Desarrollada_1,4692743,26.973169683940732,3.078009320221218,22.33991780504304,487,0.6001125833417066,12.428600453765823,37.20710778359082,95.2256463161084,90.82998158400237,2.4692763545078753,75.00778765841014,11.96884623716487,430.87407548138583,1
Urbana_Desarrollada_2,4396025,25.495128632644757,3.215972509321058,24.368437102970628,458,0.6199582915145767,12.139996989640846,39.790044150731674,95.93108536172122,81.35909651799231,2.3091930046665436,78.82461991267162,11.932923543227153,423.338144662399,1
Urbana_Desarrollada_3,5428388,27.150897038028766,3.085262061843646,20.97577389477919,488,0.7896896099223678,14.425192044349384,34.43691015338697,95.39068845602553,90.26349539768235,2.2200762468698008,76.22038234844779,9.98070764044508,401.7194260557609,1
Urbana_Desarrollada_4,7798669,22.821212151464817,3.0911180438940313,31.330421154764785,453,0.6640130838029839,12.55456336657658,39.75667702211647,98.10053129344446,94.09248412346284,2.4474136752138245,80.97899978811085,11.687496940092467,404.424625102596,1
Urbana_Desarrollada_5,5879190,25.416685200516476,3.4805860121746743,32.66800773017227,636,0.5814047095321688,14.486212527455788,34.85402661354871,96.12373803874952,88.14044124737373,2.070462112487381,83.0219698075404,8.298202574719083,449.34434683002587,1
Urbana_Desarrollada_6,6265879,22.897630363511396,3.146744087359019,20.211197340726265,480,0.713402585824595,14.370526621593617,36.847679798248095,98.7052035140534,89.76615538252916,2.4574798377718903,83.50038577789799,9.797802696552814,404.77050582452057,1
Urbana_Desarrollada_7,4870230,28.376825053272146,3.3329611783087483,28.869466815615908,613,0.766163822772898,13.416644775485848,32.956753967506415,97.85297914889198,91.41177572925346,2.280638598784748,82.70967179954562,9.975182385457563,426.1366414690997,1
Urbana_Desarrollada_8,3122409,23.7867300373154,3.100859601167698,33.43645393510279,640,0.594306794322898,13.525712073494109,39.260531791408745,95.9971689165955,86.15574384553445,2.3777755692715243,77.28798165491622,8.307919639315172,414.4875726456884,1
Urbana_Desarrollada_9,7574293,32.609356780305156,3.3121770240668966,24.43450528756571,533,0.636960371144873,12.6553213116505,35.33207958296293,98.53312103567548,84.86517531507911,2.061043977350337,78.56297838076975,11.627313766183017,413.6066124692318,1
Urbana_Desarrollada_10,5235000,31.36029531844986,3.4303652916281715,20.10428195796786,536,0.645448991407695,14.07730809867081,34.15529867038817,95.9765020889911,82.52436563259396,2.109382109786535,80.58102002017341,9.615344684232163,403.2446123554491,1
Urbana_Intermedia_1,1539353,49.24894589884222,2.6258911479126823,37.458727588385784,362,0.32961738599067997,12.993221455146825,29.867467099926994,96.83630469082857,71.98762922640994,1.5165253664502742,71.45071248026683,15.806108068208182,384.03527257773834,1
Urbana_Intermedia_2,2242452,39.789055205551264,2.9928252270553,33.630829072672505,317,0.316170665266543,11.108963368184213,29.69511956794198,95.62197829465927,72.99511078558265,1.9917115704474215,71.98824442444553,16.898591239316303,389.91725624922753,1
Urbana_Intermedia_3,2904104,36.41560129943472,2.593259255199927,30.61162712332146,397,0.365191781040377,10.660723142696645,32.97804672706612,95.666507322978,70.9273217839594,1.5480882755457104,77.40523264489605,14.385432126525135,375.887567526374,1
Urbana_Intermedia_4,2821831,32.75041888291987,2.6705331755251294,31.702102818608836,400,0.4082895947655132,12.087353198035247,29.599850152581098,91.22468448967156,81.6968618366004,1.7583179456355071,70.60829174830408,17.977522198547547,398.2709675644397,1
Urbana_Intermedia_5,2307364,48.00836114326661,2.816550728636634,35.08544686573051,348,0.4400715659945542,12.539983426714919,33.99427004314665,92.83155688985534,80.09209167893631,1.9254642243837563,77.35634994220948,16.71204390668366,383.44941273571146,1
Urbana_Intermedia_6,2016349,30.183941032332594,2.550735771433016,39.95252653662084,342,0.35678419494749314,10.91609158103318,31.399296275103588,93.13896900090373,81.90577686438395,1.5879626263386726,68.1807536361552,14.963362291100609,358.94113546106644,1
Urbana_Intermedia_7,2607447,42.992657980944294,2.924611705247089,39.86419338450515,282,0.40850804611097985,11.526442230516281,32.45432832730127,91.75323273023909,75.02780440852925,1.9894464291375045,72.86742152959455,17.436592726311325,371.7197182755214,1
Urbana_Intermedia_8,2340477,42.902067240611295,2.83446202983155,42.96251347607855,310,0.39983867597695044,11.71601259762755,33.37987810014416,90.30522640228104,81.9073586835548,1.7349722569954715,70.79560341796758,17.300964133597553,387.3859386948707,1
Urbana_Intermedia_9,1911927,36.61500609341027,2.776382483417745,38.58438703756258,437,0.470601891093472,10.883346676208758,30.695684100213477,95.957956700618,70.38767408765672,1.5847463733430462,73.5680126245835,17.616928644964688,384.80148983374863,1
Urbana_Intermedia_10,2517703,31.40832261699088,2.60445935880768,40.067152752360755,400,0.3280168030473048,11.55498895709121,34.14161150349569,95.18538032427944,76.84926759691956,1.8512420419935547,71.59491151219756,13.76155106558696,390.4680577739257,1
Urbana_Intermedia_11,1735362,35.12413887188916,2.8057568554328403,31.223912706003606,384,0.4003032589374399,12.394885536900325,32.54974751544435,94.91376814080392,78.52847538041372,1.945002670908783,71.37995156851535,14.253497715839664,354.69909699204345,1
Urbana_Intermedia_12,2166326,43.44052270590399,2.664076333737366,32.325624250916164,439,0.3573082504256569,11.772499781707033,28.213501749573346,90.2614373212445,78.98420953121419,1.6800953207056315,69.27060512651884,15.133459560328827,388.49967765493057,1
Urbana_Intermedia_13,1503051,49.305036607815396,2.728632580806864,42.63034612517972,365,0.3822707810113357,12.098536632301581,28.96847164692461,90.92921795570079,81.4821267409407,1.857297552089976,68.41067516767876,14.392925408668766,371.6760368790371,1
Urbana_Intermedia_14,2923286,35.01721054693323,2.592166837165685,31.213094499257966,376,0.4391948412187396,11.22685883324281,29.21306024049592,91.0950592986976,69.25412926879812,1.7746133323530602,75.14595922700062,15.961184260306387,363.99669484729714,1
Urbana_Intermedia_15,2682991,40.333925148531335,2.8285556642500835,36.535093480168364,342,0.38392001248555796,10.743192968503472,30.49180875055883,95.30492277325058,65.24468930670585,1.5580363202534582,68.46002642021753,12.24437281391382,392.77302920055035,1
Mixta_Con_Acceso_1,1226507,35.343222036635005,2.6816822115019554,47.10369465576169,249,0.23464037398200305,10.30155494771392,27.789533140781614,91.15850098052216,67.70187301735288,1.2271824058632266,64.49535137551766,19.381019409999656,345.1568129290044,1
Mixta_Con_Acceso_2,1009540,48.67927538796282,2.607925582194957,49.158374068411355,151,0.20530226210832436,10.75732674382039,31.581611689974704,90.75474177875878,62.76339852413044,1.5859729310654118,65.4990346858982,18.819317525211545,367.07324043882625,1
Mixta_Sin_Acceso_3,838304,61.2871192964447,2.1033421799383727,49.10941690981701,91,0.115116700206614,8.05466547695465,20.755543686047428,82.29412192149442,36.42377296920458,0.9594878151468806,63.44875310969454,22.23271935735826,320.7234241294468,0
Mixta_Sin_Acceso_4,803267,62.32225896729848,2.1741683022265987,59.04972227783561,199,0.21026065657058285,10.410442791154546,22.25627658057045,73.19391178803501,50.012295032817164,1.203417369633632,64.90505142000673,26.126176769114267,298.6009042896392,0
Mixta_Con_Acceso_5,1400573,46.23733384287547,2.41929842989517,45.19767169850368,172,0.3509085748169365,9.309371606507797,31.317870346756965,90.05252372447858,71.52914932215484,1.392029760618367,70.7462787419544,17.724411751139144,320.5418825740149,1
Mixta_Con_Acceso_6,2107739,54.0012393410161,2.775303573468778,43.60156832184929,260,0.21665688223905194,9.275112441775443,29.21708648130783,90.53703052345801,59.25455790048458,1.7677167257290143,69.37555260565443,15.794252214122135,366.54645528436464,1
Mixta_Con_Acceso_7,2399181,45.99057764647471,2.520765250686688,48.31556274137449,224,0.22341340328552117,9.428975046158508,30.330574422022305,91.18218063316262,57.022453522455805,1.2504640836689984,68.41162957750944,15.509341044549355,361.09300296451784,1
Mixta_Con_Acceso_8,2263108,45.26652337384786,2.416614036212264,43.71958125840173,258,0.2741284294133782,11.438398701772508,31.630740041687012,94.86001063822872,70.06756370517883,1.4257557513185495,61.00200860038402,20.440028411492058,347.92021248679026,1
Mixta_Con_Acceso_9,1448345,41.60505058038197,2.5172259222441355,38.80523260809708,275,0.2112606551363675,9.356453748804215,25.822683727439735,91.49210302116063,69.92089758530847,1.5500212590582958,71.54607058169451,17.62409405666593,334.28560431409306,1
Mixta_Con_Acceso_10,2291380,54.264450788812226,2.306077237344908,49.548182400614586,210,0.26453727765551677,9.130202349894518,31.472503311565173,94.19115715278659,60.05980335978482,1.6172466738639886,60.90521456507723,16.16350802336477,330.8404553293246,1
Mixta_Sin_Acceso_11,1770240,60.68895200210159,2.29215715596155,58.51737015736484,136,0.23728815125036595,10.876107222223538,20.46291118206166,77.10139237494634,37.13512131871769,0.9678300323984816,56.69679903895565,28.468483616687237,299.4134191994936,0
